lat,long,data,visualization,society,date
36.97,-122.03,2.67,3.67,4.33,2/20/2019
42.28,-83.74,2.00,3.33,4.33,2/20/2019
42.28,-83.74,3.67,3.33,1.33,2/20/2019
19.08,72.88,3.67,3.33,2.67,2/20/2019
43.65,-79.38,3.33,3.00,3.33,2/20/2019
39.74,-104.99,3.00,3.00,1.67,2/20/2019
60.17,24.94,2.00,3.67,2.33,2/20/2019
38.91,-77.04,2.33,3.33,2.67,2/20/2019
-30.03,-51.22,4.00,3.00,3.33,2/20/2019
41.88,-87.63,4.00,3.33,3.00,2/20/2019
38.91,-77.04,3.00,3.67,4.00,2/20/2019
12.97,77.59,3.00,3.33,1.67,2/20/2019
39.95,-75.17,3.33,3.00,1.67,2/20/2019
51.51,-0.13,4.33,4.67,3.33,2/20/2019
-43.53,172.64,2.33,3.67,1.67,2/20/2019
37.80,-122.27,3.67,2.33,1.33,2/20/2019
43.36,-80.31,4.00,3.67,2.67,2/20/2019
38.91,-77.04,3.33,3.00,2.67,2/20/2019
38.91,-77.04,4.00,3.00,1.33,2/20/2019
12.97,77.59,2.33,2.67,1.00,2/20/2019
37.80,-122.40,3.67,3.67,1.67,2/20/2019
39.95,-75.17,4.00,4.00,4.67,2/20/2019
12.97,77.59,3.33,3.33,3.67,2/20/2019
34.05,-118.24,2.67,3.00,1.67,2/20/2019
38.91,-77.04,2.67,1.67,0.33,2/20/2019
34.05,-118.24,3.67,3.00,2.33,2/20/2019
51.51,-0.13,3.00,3.00,1.67,2/20/2019
47.61,-122.33,3.00,3.67,2.67,2/20/2019
41.68,-86.25,1.00,1.67,0.33,2/20/2019
23.81,90.41,0.00,0.00,1.67,2/20/2019
58.30,-134.42,2.00,2.67,1.33,2/20/2019
42.78,-71.08,2.00,2.33,1.00,2/20/2019
12.97,77.59,2.33,3.67,1.67,2/20/2019
40.41,-111.76,3.00,4.67,4.00,2/20/2019
34.02,-118.40,4.00,3.00,1.67,2/20/2019
40.71,-74.01,3.33,3.67,4.33,2/20/2019
38.91,-77.04,2.33,3.00,3.33,2/20/2019
26.71,-80.04,5.00,5.00,5.00,2/20/2019
40.01,-105.27,3.67,4.33,3.00,2/20/2019
37.44,-122.14,2.00,2.33,0.67,2/20/2019
12.97,77.59,2.33,1.67,2.33,2/20/2019
42.36,-71.06,4.00,3.33,2.33,2/20/2019
33.02,-96.70,3.67,3.33,3.33,2/20/2019
47.81,0.96,4.00,4.00,3.00,2/20/2019
36.10,-115.17,4.33,4.33,4.33,2/20/2019
42.36,-71.06,3.67,4.33,4.33,2/20/2019
52.21,0.12,3.00,3.00,3.67,2/20/2019
40.68,-73.94,1.00,3.00,1.67,2/20/2019
37.77,-122.42,4.00,4.00,4.00,2/20/2019
37.80,-122.27,3.33,3.67,2.00,2/20/2019
37.43,-78.66,3.00,3.00,1.67,2/20/2019
41.82,-71.41,3.67,3.00,3.00,2/20/2019
,,2.33,1.67,0.67,2/20/2019
37.51,-122.26,2.67,3.00,3.67,2/20/2019
51.51,-0.13,3.33,4.00,2.00,2/20/2019
21.02,-101.26,1.67,2.33,1.33,2/20/2019
41.31,-72.93,2.33,3.67,3.67,2/20/2019
40.23,-111.66,4.00,4.67,4.00,2/20/2019
38.98,-77.09,3.33,4.33,4.00,2/20/2019
40.23,-111.66,2.33,3.33,3.67,2/20/2019
,,3.67,4.00,3.33,2/20/2019
48.01,0.20,4.67,4.33,3.33,2/20/2019
39.33,-82.10,4.00,4.00,4.00,2/20/2019
52.52,13.40,4.00,2.67,1.67,2/20/2019
43.16,-77.61,3.00,4.00,3.33,2/20/2019
40.68,-73.94,3.67,4.00,1.00,2/20/2019
42.28,-83.74,2.67,3.00,2.67,2/20/2019
52.22,6.89,1.00,3.00,2.67,2/20/2019
41.88,-87.63,3.67,4.00,4.33,2/20/2019
12.97,77.59,1.33,3.00,1.00,2/20/2019
27.95,-82.46,4.00,4.00,4.67,2/20/2019
55.38,-3.44,2.33,3.67,2.33,2/20/2019
41.14,-102.98,2.00,2.00,1.00,2/20/2019
52.09,5.12,4.00,2.67,3.67,2/20/2019
51.51,-0.13,3.00,3.00,2.33,2/20/2019
60.17,24.94,3.33,3.33,3.00,2/20/2019
40.79,-77.86,3.00,2.67,2.33,2/20/2019
39.17,-86.53,0.67,2.33,1.33,2/20/2019
52.27,10.53,3.00,3.00,3.00,2/20/2019
38.91,-77.04,2.33,3.33,3.00,2/20/2019
46.88,-96.79,3.67,4.00,3.33,2/20/2019
44.43,26.10,3.33,3.67,3.33,2/20/2019
53.10,-1.56,2.67,3.67,3.33,2/20/2019
48.86,2.35,4.00,3.67,3.67,2/20/2019
,,2.00,1.67,0.33,2/20/2019
47.61,-122.33,3.33,3.33,2.67,2/20/2019
12.97,77.59,2.67,3.00,1.33,2/20/2019
41.50,-81.69,4.00,4.00,4.33,2/20/2019
40.71,-74.01,3.33,2.67,0.67,2/20/2019
41.39,2.17,3.67,3.67,2.33,2/20/2019
40.76,-111.89,3.67,2.00,2.67,2/20/2019
51.51,-0.13,3.00,3.00,3.00,2/20/2019
39.96,-83.00,1.33,2.67,3.67,2/20/2019
42.37,-71.11,2.00,1.33,1.00,2/20/2019
41.88,-87.63,3.33,2.33,2.67,2/20/2019
43.07,-89.40,1.67,2.33,2.67,2/20/2019
48.14,11.58,3.00,4.00,4.00,2/20/2019
39.74,-104.99,0.00,1.00,1.00,2/20/2019
55.76,37.62,3.00,3.67,0.67,2/20/2019
36.55,-82.56,3.00,3.00,1.33,2/20/2019
29.65,-82.32,3.67,3.33,2.33,2/20/2019
59.91,10.75,3.67,3.00,3.00,2/20/2019
32.72,-117.16,1.33,1.67,2.00,2/20/2019
38.97,-77.39,4.00,4.33,4.67,2/20/2019
38.91,-77.04,2.33,2.67,1.67,2/20/2019
52.49,-1.89,0.00,0.33,1.33,2/20/2019
48.51,-122.61,3.33,3.00,3.67,2/20/2019
19.08,72.88,3.33,3.67,3.33,2/20/2019
35.91,-79.06,3.67,3.33,1.67,2/20/2019
43.65,-79.38,3.00,3.00,3.00,2/20/2019
37.38,-77.50,3.67,4.33,4.00,2/20/2019
38.91,-77.04,1.00,0.67,0.33,2/20/2019
38.96,-77.36,3.00,3.67,4.00,2/20/2019
40.81,-74.19,0.00,1.00,3.00,2/20/2019
45.42,-75.70,4.33,4.00,3.67,2/20/2019
53.48,-2.24,3.67,2.33,3.00,2/20/2019
35.69,-105.94,1.33,2.33,1.33,2/20/2019
42.37,-71.11,1.33,1.33,0.33,2/20/2019
43.32,11.33,1.33,1.00,1.00,2/20/2019
38.88,-77.09,2.33,2.33,1.67,2/20/2019
38.91,-77.04,4.00,4.33,2.67,2/20/2019
40.71,-74.01,3.33,4.67,5.00,2/20/2019
46.59,-112.04,1.33,3.00,3.00,2/20/2019
37.77,-122.42,3.33,3.33,2.67,2/20/2019
53.08,8.80,1.33,2.67,2.00,2/20/2019
35.22,-97.44,2.00,1.67,1.33,2/20/2019
38.72,-9.14,2.00,2.67,2.67,2/20/2019
45.50,-73.57,0.33,0.67,0.67,2/20/2019
37.23,-80.41,3.00,2.00,1.33,2/20/2019
39.95,-75.17,1.00,1.00,0.00,2/20/2019
51.51,-0.13,2.00,2.00,1.33,2/20/2019
46.82,8.23,4.00,3.33,2.67,2/20/2019
41.88,-87.63,3.33,3.33,3.00,2/20/2019
38.95,-92.33,4.67,4.00,4.33,2/20/2019
49.82,6.13,4.00,3.67,3.67,2/20/2019
43.65,-79.38,3.00,3.00,2.67,2/20/2019
33.75,-84.39,1.00,2.33,0.00,2/20/2019
40.71,-74.01,1.67,1.67,2.00,2/20/2019
-36.85,174.76,2.33,2.00,1.33,2/20/2019
40.71,-74.01,2.00,3.00,3.33,2/20/2019
37.87,-122.27,3.33,3.67,2.00,2/20/2019
39.92,-75.07,3.33,2.67,3.33,2/20/2019
47.61,-122.20,2.67,3.67,4.33,2/20/2019
41.88,-87.63,2.67,2.33,1.33,2/20/2019
60.47,8.47,5.00,4.00,3.33,2/20/2019
49.28,-123.12,3.33,2.67,1.33,2/20/2019
27.95,-82.46,5.00,4.33,4.33,2/20/2019
43.71,7.26,1.67,2.33,0.67,2/20/2019
48.14,11.58,3.67,4.00,2.33,2/20/2019
45.51,-122.66,2.67,3.00,2.67,2/20/2019
5.60,-0.19,2.33,2.00,1.00,2/20/2019
33.85,-118.13,2.00,1.67,1.67,2/20/2019
-36.85,174.76,4.00,3.67,3.00,2/20/2019
50.99,5.05,3.67,3.33,2.33,2/20/2019
43.07,-89.40,2.67,2.67,1.33,2/20/2019
31.05,34.85,3.67,4.00,2.67,2/20/2019
38.72,-9.14,3.67,4.00,3.33,2/20/2019
41.88,-87.63,4.33,4.00,3.00,2/20/2019
32.79,34.99,3.00,3.67,3.67,2/20/2019
52.52,13.40,3.33,3.00,3.00,2/20/2019
40.44,-80.00,2.00,2.00,1.33,2/20/2019
25.20,55.27,5.00,3.33,3.67,2/20/2019
51.38,-2.36,2.33,3.67,2.00,2/20/2019
-33.87,151.21,4.00,4.00,4.00,2/20/2019
39.96,-83.00,3.67,4.67,3.00,2/20/2019
41.39,2.17,4.00,3.67,3.33,2/20/2019
40.71,-74.01,3.00,2.00,2.33,2/20/2019
41.26,-95.93,0.00,1.00,1.33,2/20/2019
29.76,-95.37,0.00,0.00,0.00,2/20/2019
51.51,-0.13,3.67,3.33,4.00,2/20/2019
25.76,-80.19,2.33,4.00,4.00,2/20/2019
32.72,-117.16,2.00,2.67,3.33,2/20/2019
40.68,-73.94,3.67,3.67,3.00,2/20/2019
33.45,-112.07,3.00,2.33,4.00,2/20/2019
34.05,-118.24,4.00,3.33,2.67,2/20/2019
36.16,-86.78,2.67,3.33,1.67,2/20/2019
44.65,-93.24,2.00,2.33,2.00,2/20/2019
38.91,-77.04,3.00,2.67,3.67,2/20/2019
43.65,-79.38,3.00,4.00,3.33,2/20/2019
40.12,-88.24,2.67,3.00,3.00,2/20/2019
39.80,-105.09,4.00,4.00,3.67,2/20/2019
42.73,-84.56,1.67,2.67,3.67,2/20/2019
35.15,-90.05,3.33,2.33,1.67,2/20/2019
43.04,-87.91,3.67,2.67,4.00,2/20/2019
35.15,-90.05,2.33,2.33,3.00,2/20/2019
28.54,-81.38,2.67,2.67,0.67,2/20/2019
53.38,-1.47,2.67,3.00,1.33,2/20/2019
-33.45,-70.67,2.33,2.00,2.00,2/20/2019
40.71,-74.01,2.00,2.00,3.00,2/20/2019
33.90,-118.22,3.67,3.33,2.00,2/20/2019
57.15,-2.09,3.33,2.67,4.00,2/20/2019
32.09,34.78,0.67,1.33,1.33,2/20/2019
-33.45,-70.67,2.00,0.67,0.67,2/20/2019
45.50,-73.57,1.00,3.33,3.00,2/20/2019
43.59,-79.64,0.33,3.33,3.00,2/20/2019
39.95,-75.17,3.00,2.33,1.00,2/20/2019
33.75,-84.39,3.67,4.00,4.33,2/20/2019
37.77,-122.42,3.33,2.00,5.00,2/20/2019
41.88,-87.63,3.00,2.67,1.67,2/20/2019
53.80,-1.55,3.00,2.33,4.00,2/20/2019
52.52,13.40,4.00,3.67,2.33,2/20/2019
41.88,-87.63,4.00,4.00,2.33,2/20/2019
36.74,-119.79,3.67,3.00,2.00,2/20/2019
45.51,-122.66,0.00,0.33,1.33,2/20/2019
41.60,-72.88,2.00,3.67,4.00,2/20/2019
35.23,-80.84,3.00,3.00,3.33,2/20/2019
-42.88,147.33,2.67,3.67,1.33,2/20/2019
45.44,12.32,3.33,3.00,3.67,2/20/2019
46.73,-117.18,3.33,3.33,2.67,2/20/2019
37.34,-121.89,3.33,3.33,2.00,2/20/2019
35.20,-111.65,2.67,3.33,2.33,2/20/2019
45.51,-122.66,3.67,3.67,4.33,2/20/2019
40.44,-80.00,4.00,2.67,2.00,2/20/2019
48.78,9.18,3.67,3.67,1.67,2/20/2019
40.71,-74.01,4.00,4.00,2.33,2/20/2019
50.45,30.52,3.00,3.00,3.00,2/20/2019
42.36,-71.06,4.00,4.00,1.00,2/20/2019
37.77,-122.42,3.33,3.33,3.67,2/20/2019
38.91,-77.04,2.00,3.00,1.00,2/20/2019
40.71,-74.01,3.67,3.67,3.00,2/20/2019
-34.60,-58.38,3.67,4.00,3.00,2/20/2019
47.61,-122.33,3.33,3.33,3.00,2/20/2019
40.49,-74.45,4.00,4.33,3.00,2/20/2019
47.61,-122.33,2.33,3.00,4.00,2/20/2019
28.54,-81.38,3.00,2.67,0.33,2/20/2019
37.77,-122.42,4.00,3.67,2.00,2/20/2019
35.91,-79.08,0.00,1.67,0.00,2/20/2019
38.91,-77.04,3.67,3.33,2.33,2/20/2019
38.91,-77.04,3.33,3.67,4.00,2/20/2019
48.86,2.35,3.00,3.00,1.00,2/20/2019
52.23,21.01,2.67,2.67,2.00,2/20/2019
49.51,4.37,3.33,2.67,1.00,2/20/2019
32.22,-110.97,3.33,4.00,4.00,2/20/2019
50.63,3.06,4.67,4.33,3.67,2/20/2019
38.91,-77.04,3.67,3.67,3.67,2/20/2019
40.09,-75.15,0.33,1.33,1.00,2/20/2019
48.42,-122.34,1.00,1.00,0.67,2/20/2019
39.95,-75.17,3.00,3.67,3.33,2/20/2019
57.15,-2.09,2.33,2.00,1.67,2/20/2019
47.61,-122.33,2.33,2.00,2.00,2/20/2019
39.96,-83.00,1.33,2.00,1.00,2/20/2019
50.82,-0.14,1.67,1.33,2.67,2/20/2019
-41.29,174.78,3.67,4.00,3.00,2/20/2019
43.07,-89.40,3.33,3.33,1.33,2/20/2019
3.45,-76.53,2.67,3.00,1.33,2/20/2019
51.51,-0.13,2.00,2.33,1.33,2/20/2019
41.76,-72.74,3.67,3.67,2.00,2/20/2019
38.91,-77.04,3.00,3.67,4.00,2/20/2019
35.50,-97.27,3.00,3.33,1.00,2/20/2019
38.93,-77.18,4.00,3.33,3.00,2/20/2019
40.51,-74.86,3.67,3.33,3.00,2/20/2019
57.15,-2.09,0.67,1.33,0.67,2/20/2019
37.49,-122.24,3.33,3.00,0.67,2/20/2019
36.16,-86.78,4.00,4.00,4.00,2/20/2019
47.61,-122.33,3.33,3.33,3.00,2/20/2019
40.44,-75.89,2.33,3.67,4.00,2/20/2019
41.77,-72.67,2.67,2.67,1.67,2/20/2019
34.02,-118.49,3.00,3.00,3.67,2/20/2019
53.48,-2.24,1.33,1.33,1.33,2/20/2019
33.68,-117.83,2.67,3.00,2.67,2/20/2019
40.68,-73.94,3.33,4.00,3.67,2/20/2019
28.54,-81.38,3.00,2.67,1.67,2/20/2019
40.46,-3.75,1.67,0.67,1.33,2/20/2019
39.95,-75.17,4.00,4.00,4.00,2/20/2019
40.71,-74.01,4.00,4.33,4.33,2/20/2019
34.68,-82.84,3.67,4.33,4.00,2/20/2019
-37.81,144.96,3.00,3.67,3.67,2/20/2019
46.20,6.14,2.00,2.00,2.67,2/20/2019
38.91,-77.04,2.00,2.00,2.33,2/20/2019
45.42,-75.70,3.33,4.00,3.00,2/20/2019
42.36,-71.06,4.00,3.67,2.67,2/20/2019
39.95,-75.17,2.00,2.33,2.33,2/20/2019
50.85,4.35,2.67,2.33,1.67,2/20/2019
29.76,-95.37,3.33,4.00,2.33,2/20/2019
39.95,-75.17,2.67,2.00,0.67,2/20/2019
35.96,-83.92,2.33,1.67,1.33,2/20/2019
43.65,-79.38,4.00,2.67,2.33,2/20/2019
33.68,-117.83,3.33,3.67,1.33,2/20/2019
43.04,-87.91,3.00,3.67,4.33,2/20/2019
53.48,-2.24,2.67,3.00,2.67,2/20/2019
40.71,-74.01,3.00,2.67,1.67,2/20/2019
44.48,-73.21,3.67,3.33,2.33,2/20/2019
46.81,-71.21,2.00,1.33,1.33,2/20/2019
41.88,-87.63,3.00,3.33,2.67,2/20/2019
33.53,-82.13,3.67,4.33,3.00,2/20/2019
40.71,-74.01,2.67,2.67,2.00,2/20/2019
55.95,-3.19,1.67,2.67,1.67,2/20/2019
43.66,-70.26,3.67,4.00,2.00,2/20/2019
51.51,-0.13,4.00,4.00,2.33,2/20/2019
51.51,-0.13,1.67,1.33,0.33,2/20/2019
37.66,-121.87,3.33,3.00,0.67,2/20/2019
-26.20,28.05,4.00,4.00,3.00,2/20/2019
51.51,-0.13,0.00,0.00,0.00,2/20/2019
40.93,-73.14,3.67,4.00,2.67,2/20/2019
38.98,-76.49,4.00,4.33,3.33,2/20/2019
35.69,139.69,3.67,3.67,3.67,2/20/2019
42.36,-71.06,3.67,3.67,4.67,2/20/2019
39.74,-104.99,2.00,1.67,3.00,2/20/2019
42.25,-71.00,2.33,2.33,1.33,2/20/2019
19.08,72.88,3.67,4.00,3.33,2/20/2019
45.44,4.39,4.00,3.67,4.00,2/20/2019
53.14,-7.69,2.00,1.33,2.67,2/20/2019
51.48,-3.18,2.00,2.00,2.67,2/20/2019
32.72,-117.16,4.00,4.00,3.33,2/20/2019
47.25,-122.44,4.00,3.67,2.33,2/20/2019
43.65,-79.38,2.33,2.33,2.33,2/20/2019
42.60,-72.74,3.00,4.33,1.67,2/20/2019
45.50,-73.57,3.00,3.33,3.67,2/20/2019
38.72,-9.14,3.00,3.00,1.33,2/20/2019
53.80,-1.55,4.00,4.00,3.33,2/20/2019
42.36,-71.06,3.33,3.33,3.00,2/20/2019
-36.85,174.76,0.67,2.00,2.00,2/20/2019
42.37,-71.11,4.00,3.33,3.67,2/20/2019
41.88,-87.63,2.33,2.33,2.33,2/20/2019
36.16,-86.78,0.33,0.33,0.33,2/20/2019
34.05,-118.24,3.00,2.00,3.67,2/20/2019
55.38,-3.44,3.33,2.33,3.67,2/20/2019
39.95,-75.17,3.67,3.67,3.00,2/20/2019
37.77,-122.42,0.00,0.00,0.00,2/20/2019
50.91,-1.40,2.33,3.00,2.67,2/20/2019
45.51,-122.66,3.67,3.33,2.67,2/20/2019
38.26,-76.46,2.33,2.33,3.33,2/20/2019
37.80,-122.27,1.33,1.00,2.00,2/20/2019
-33.87,151.21,3.67,4.00,4.00,2/20/2019
39.74,-104.99,4.00,3.67,2.33,2/20/2019
37.99,-1.13,3.33,3.33,2.33,2/20/2019
32.51,-117.04,2.33,2.67,1.67,2/20/2019
33.85,-118.13,3.33,3.00,1.00,2/20/2019
33.99,-117.73,2.33,3.00,1.67,2/20/2019
51.90,-8.48,3.33,4.33,4.67,2/20/2019
37.77,-122.42,3.00,2.33,4.00,2/20/2019
52.23,21.01,1.33,2.33,0.67,2/20/2019
39.80,-105.09,2.67,3.33,1.33,2/20/2019
51.51,-0.13,3.33,4.00,3.33,2/20/2019
38.91,-77.04,3.00,3.33,1.00,2/20/2019
51.51,-0.13,3.67,3.67,2.67,2/20/2019
48.86,2.35,3.67,1.67,2.67,2/20/2019
48.14,11.58,2.67,4.00,4.00,2/20/2019
52.95,-1.16,3.00,3.00,4.33,2/20/2019
54.96,-7.73,4.00,3.67,2.67,2/20/2019
53.48,-2.24,3.67,3.67,3.33,2/20/2019
42.36,-71.06,3.67,3.00,3.33,2/20/2019
41.01,28.98,3.00,2.67,4.33,2/20/2019
41.14,-73.84,4.00,4.67,4.67,2/20/2019
42.29,-85.59,3.00,4.33,5.00,2/20/2019
51.51,-0.13,2.67,3.33,4.33,2/20/2019
51.51,-0.13,1.33,2.00,1.33,2/20/2019
47.66,-117.43,3.67,3.33,2.67,2/20/2019
47.61,-122.33,3.67,4.33,3.00,2/20/2019
25.76,-80.19,1.67,2.67,1.33,2/20/2019
41.88,-87.63,3.67,3.33,2.00,2/20/2019
40.36,-111.74,0.67,1.67,0.67,2/20/2019
47.75,-120.74,0.67,1.00,0.00,2/20/2019
39.10,-94.58,3.33,4.00,3.00,2/20/2019
40.71,-74.01,2.67,3.00,2.33,2/20/2019
35.78,-78.64,1.00,2.33,3.33,2/20/2019
40.68,-73.94,2.33,2.67,3.33,2/20/2019
35.23,-80.84,1.33,2.33,1.67,2/20/2019
59.40,13.51,2.33,3.00,3.00,2/20/2019
40.01,-105.27,4.00,4.33,3.33,2/20/2019
47.66,-117.43,1.00,1.00,1.00,2/20/2019
34.06,-117.18,4.67,5.00,4.67,2/20/2019
-22.91,-43.17,3.67,3.33,1.67,2/20/2019
51.51,-0.13,3.67,3.33,2.67,2/20/2019
27.45,-80.33,2.67,3.67,2.67,2/20/2019
53.35,-6.26,3.67,4.00,1.67,2/20/2019
44.05,-123.09,2.33,2.67,0.00,2/20/2019
40.67,-74.11,0.00,1.00,0.33,2/20/2019
52.37,4.90,2.33,2.00,2.67,2/20/2019
-25.27,133.78,3.33,3.33,2.67,2/20/2019
52.49,-1.89,2.00,1.67,0.67,2/20/2019
45.50,-73.57,4.00,4.00,3.00,2/20/2019
44.95,-93.09,3.33,3.00,3.00,2/20/2019
47.61,-122.33,3.33,3.00,2.67,2/20/2019
40.85,14.27,3.67,3.33,3.33,2/20/2019
49.28,-123.12,3.33,3.00,3.33,2/20/2019
40.71,-74.01,3.67,4.67,1.67,2/20/2019
37.77,-122.42,3.00,3.00,1.00,2/20/2019
42.01,-87.66,2.67,2.67,2.67,2/20/2019
37.39,-122.08,4.00,3.33,3.00,2/20/2019
39.74,-104.99,3.00,3.00,1.33,2/20/2019
26.64,-81.87,3.33,3.33,2.67,2/20/2019
33.75,-84.39,3.67,4.00,3.67,2/20/2019
43.65,-79.38,2.00,3.33,1.33,2/20/2019
39.95,-75.17,3.33,3.00,3.67,2/20/2019
12.97,77.59,0.33,1.67,1.67,2/20/2019
-41.29,174.78,3.67,3.33,2.33,2/20/2019
-6.21,106.85,1.67,1.67,0.33,2/20/2019
38.53,-8.89,3.33,3.00,1.00,2/20/2019
44.85,-93.04,3.67,4.00,4.00,2/20/2019
47.50,19.04,2.67,3.00,2.00,2/20/2019
33.75,-84.39,3.00,2.33,1.33,2/20/2019
51.75,-2.22,3.33,4.00,2.67,2/20/2019
-34.43,150.89,3.67,3.67,1.67,2/20/2019
45.50,-73.57,3.33,3.00,0.67,2/20/2019
51.96,7.63,2.33,3.67,2.33,2/20/2019
47.61,-122.33,1.33,1.67,0.67,2/20/2019
32.72,-117.16,2.67,1.67,1.33,2/20/2019
40.71,-74.01,3.00,3.67,3.33,2/20/2019
41.76,-88.32,3.67,4.00,3.67,2/20/2019
51.53,-0.34,4.00,3.67,4.67,2/20/2019
41.39,2.17,3.00,3.00,2.67,2/20/2019
51.51,-0.13,1.67,2.67,1.00,2/20/2019
39.63,-79.96,3.33,2.67,0.33,2/20/2019
44.98,-93.27,3.00,3.67,2.00,2/20/2019
59.33,18.07,4.00,3.67,4.00,2/20/2019
27.34,-82.53,2.00,2.00,1.33,2/20/2019
51.51,-0.13,3.67,3.33,2.67,2/20/2019
37.77,-122.42,3.67,4.00,2.67,2/20/2019
47.47,-122.34,3.33,2.33,2.00,2/20/2019
,,3.00,3.67,4.00,2/20/2019
39.74,-104.99,2.33,3.33,3.33,2/20/2019
47.61,-122.33,3.33,3.00,2.67,2/20/2019
49.28,-123.12,4.00,3.67,3.00,2/20/2019
43.54,-80.25,3.33,3.67,2.67,2/20/2019
5.13,-1.28,2.67,1.67,1.00,2/20/2019
51.90,-8.48,2.33,3.33,3.00,2/20/2019
32.78,-96.80,3.33,3.33,2.33,2/20/2019
43.07,-89.40,2.67,2.67,4.00,2/20/2019
-37.81,144.96,2.67,2.00,2.00,2/20/2019
52.52,13.40,0.67,1.33,1.33,2/20/2019
51.51,-0.13,3.67,3.67,1.67,2/20/2019
47.61,-122.33,3.67,2.67,2.67,2/20/2019
-34.56,-59.12,3.33,3.67,3.00,2/20/2019
40.71,-74.01,4.00,2.33,1.67,2/20/2019
34.05,-118.24,3.00,2.67,2.00,2/20/2019
40.59,-4.10,3.00,3.00,1.00,2/20/2019
,,2.67,2.00,2.33,2/20/2019
51.51,-0.13,4.00,4.67,5.00,2/20/2019
42.33,-83.05,4.00,4.00,4.33,2/20/2019
55.95,-3.19,2.67,2.67,1.67,2/20/2019
51.92,19.15,2.33,3.33,3.00,2/20/2019
37.87,-122.27,3.67,3.00,2.00,2/20/2019
40.71,-74.01,2.67,2.33,1.00,2/20/2019
55.95,-3.19,1.33,1.00,3.00,2/20/2019
39.05,-76.64,2.67,3.33,2.67,2/20/2019
37.77,-122.42,3.33,4.00,3.67,2/20/2019
51.72,-0.46,3.67,4.00,3.00,2/20/2019
38.91,-77.04,4.00,4.00,3.33,2/20/2019
39.68,-75.75,2.00,1.33,1.00,2/20/2019
55.95,-3.19,3.33,3.33,2.00,2/20/2019
39.76,-105.22,2.33,2.00,1.33,2/20/2019
34.02,-118.40,2.00,0.67,1.00,2/20/2019
46.20,6.14,1.00,1.00,1.00,2/20/2019
-33.87,151.21,4.00,4.00,2.67,2/20/2019
52.37,4.90,2.33,1.67,0.67,2/20/2019
40.71,-74.01,3.33,3.00,0.67,2/20/2019
53.27,-9.06,3.00,3.00,1.67,2/20/2019
25.03,121.57,3.67,3.67,2.67,2/20/2019
42.37,-71.11,3.00,4.00,2.67,2/20/2019
41.31,-72.93,2.67,3.67,3.33,2/20/2019
37.77,-122.42,1.00,0.67,0.67,2/20/2019
50.67,4.61,3.00,3.33,2.33,2/20/2019
37.77,-122.42,1.67,2.33,0.67,2/20/2019
14.55,121.02,3.67,3.33,2.33,2/20/2019
51.27,0.19,4.33,4.33,4.67,2/20/2019
27.95,-82.46,3.67,3.33,0.00,2/20/2019
42.36,-71.06,2.33,2.33,0.33,2/20/2019
39.77,-86.16,0.67,2.00,3.33,2/20/2019
50.88,4.70,3.33,3.67,1.67,2/20/2019
37.43,-122.17,4.67,4.00,3.67,2/20/2019
48.43,-123.37,3.00,3.00,1.33,2/20/2019
37.45,-122.18,3.33,2.67,0.33,2/20/2019
,,3.00,3.00,2.00,2/20/2019
38.72,-9.14,0.00,0.00,0.00,2/20/2019
43.07,-89.40,2.67,3.67,3.33,2/20/2019
51.45,-0.98,2.67,3.67,2.00,2/20/2019
47.61,-122.33,4.00,4.00,3.00,2/20/2019
1.35,103.82,2.00,1.33,0.33,2/20/2019
37.77,-122.42,2.33,3.00,1.67,2/20/2019
41.88,-87.63,3.33,3.33,3.67,2/20/2019
43.65,-79.38,3.67,3.67,4.33,2/20/2019
-37.81,144.96,3.67,3.33,4.00,2/20/2019
37.22,-95.71,3.67,3.00,4.33,2/20/2019
19.43,-99.13,1.00,2.33,2.33,2/20/2019
40.02,-75.32,4.00,4.00,1.00,2/20/2019
-37.81,144.96,4.00,4.67,4.33,2/20/2019
41.88,-87.63,3.00,3.67,3.33,2/20/2019
53.35,-6.26,1.00,1.00,1.00,2/20/2019
22.40,114.11,1.00,1.00,1.00,2/20/2019
40.76,-111.89,4.33,4.00,3.67,2/20/2019
20.59,78.96,3.00,3.00,3.33,2/20/2019
47.61,-122.33,3.67,2.67,2.67,2/20/2019
51.51,-0.13,2.33,2.00,3.00,2/20/2019
35.91,-79.06,3.00,2.67,1.00,2/20/2019
37.43,-122.17,2.67,2.00,1.67,2/20/2019
,,3.33,3.00,3.00,2/20/2019
40.71,-74.01,0.00,0.00,0.00,2/20/2019
52.21,0.12,4.00,3.33,3.67,2/20/2019
44.98,-93.27,3.67,3.67,3.33,2/20/2019
39.10,-84.51,4.00,4.00,3.33,2/20/2019
37.80,-122.27,3.67,4.00,4.00,2/20/2019
43.72,-79.46,3.00,3.33,3.00,2/20/2019
39.29,-76.61,3.33,3.33,4.33,2/20/2019
43.65,-79.38,4.00,4.33,3.33,2/20/2019
42.14,-71.97,3.33,3.67,2.33,2/20/2019
41.60,-73.09,2.00,2.00,3.67,2/20/2019
37.54,-77.44,3.00,2.00,1.67,2/20/2019
52.81,-2.12,3.00,4.00,2.67,2/20/2019
46.86,103.85,3.00,3.00,2.33,2/20/2019
26.12,-80.14,2.33,2.33,1.33,2/20/2019
12.97,77.59,3.33,3.67,3.33,2/20/2019
6.52,3.38,5.00,5.00,4.67,2/20/2019
