lat,long,data,visualization,society,date
51.51,-0.13,2.33,2.33,3.33,9/19/2019
27.66,85.32,0.33,0.67,0.67,9/20/2019
50.85,4.35,2.00,2.00,0.33,9/20/2019
47.50,19.04,3.33,3.67,3.67,9/20/2019
-25.75,28.23,0.67,1.33,1.33,9/20/2019
52.23,21.01,2.67,3.33,5.00,9/20/2019
12.57,104.99,3.00,2.67,3.33,9/20/2019
52.52,13.40,0.00,2.00,4.00,9/20/2019
51.51,-0.13,1.33,0.00,0.00,9/20/2019
41.98,-88.01,3.00,2.67,0.33,9/20/2019
47.66,-2.76,2.33,3.67,2.67,9/20/2019
51.51,-0.13,1.33,2.33,3.00,9/20/2019
22.57,88.36,3.00,3.00,0.67,9/20/2019
,,2.00,1.33,1.00,9/20/2019
-23.55,-46.63,3.33,3.67,3.00,9/20/2019
54.98,-1.62,4.00,4.00,3.33,9/20/2019
38.03,-78.48,3.67,3.00,2.33,9/20/2019
51.51,-0.13,1.67,1.33,2.33,9/20/2019
51.51,-0.13,1.33,3.00,3.67,9/20/2019
51.51,-0.13,0.33,2.33,2.67,9/20/2019
41.12,16.87,3.67,3.33,1.67,9/20/2019
-23.55,-46.63,4.33,4.33,4.67,9/20/2019
,,0.00,0.00,0.00,9/20/2019
14.52,121.05,3.00,2.67,2.00,9/20/2019
43.77,11.26,1.00,1.00,1.00,9/20/2019
34.44,-119.83,0.00,0.00,0.00,9/20/2019
51.51,-0.13,2.00,2.00,2.00,9/20/2019
-26.20,28.05,3.33,2.33,4.33,9/20/2019
40.33,-80.04,2.67,2.33,1.67,9/20/2019
3.14,101.69,2.67,3.33,2.00,9/20/2019
40.63,-89.40,2.00,2.00,4.00,9/20/2019
51.00,-0.11,0.00,0.00,0.00,9/20/2019
43.07,-89.40,2.67,3.00,3.00,9/20/2019
40.01,-105.27,2.00,0.67,0.00,9/20/2019
51.51,-0.13,2.67,1.67,1.33,9/20/2019
38.91,-77.04,3.33,3.00,3.67,9/20/2019
-12.05,-77.04,1.00,1.67,0.33,9/20/2019
35.91,-79.06,4.00,3.67,4.00,9/20/2019
34.05,-118.24,1.00,2.00,3.67,9/20/2019
55.68,12.57,2.00,2.00,0.33,9/20/2019
,,3.00,2.00,2.67,9/20/2019
44.56,-123.26,2.00,1.00,1.00,9/20/2019
13.08,80.27,2.00,1.33,2.33,9/20/2019
37.57,126.98,1.00,2.33,1.33,9/20/2019
13.08,80.27,4.00,2.67,1.00,9/21/2019
13.08,80.27,2.00,1.00,1.00,9/21/2019
49.28,-123.12,1.00,1.67,2.00,9/21/2019
51.44,-0.34,0.67,2.33,3.67,9/21/2019
51.51,-0.13,0.67,1.33,0.67,9/21/2019
49.84,24.03,2.33,1.33,2.67,9/21/2019
41.01,28.98,3.00,2.33,2.33,9/21/2019
30.45,-91.19,0.67,0.00,0.33,9/21/2019
5.73,0.03,3.67,3.33,2.67,9/21/2019
32.72,-117.16,4.00,3.67,3.67,9/21/2019
37.80,-122.27,2.00,2.00,1.00,9/21/2019
30.27,-97.74,0.00,0.00,0.00,9/21/2019
39.56,-95.12,0.67,0.33,0.33,9/21/2019
52.52,13.40,2.33,3.00,1.00,9/21/2019
51.76,19.46,2.33,2.00,3.00,9/21/2019
51.51,-0.13,0.67,2.33,2.67,9/21/2019
38.79,-77.27,2.67,2.33,3.00,9/21/2019
53.35,-6.26,3.33,3.00,3.00,9/21/2019
12.97,77.59,1.33,2.00,4.00,9/22/2019
38.72,-9.14,3.67,3.67,2.00,9/22/2019
33.68,73.05,2.33,2.67,2.67,9/22/2019
40.71,-74.01,2.33,2.00,4.00,9/22/2019
34.17,-118.84,3.00,2.33,2.33,9/22/2019
44.56,-123.26,2.00,3.00,2.00,9/22/2019
45.46,9.19,3.67,4.00,2.33,9/22/2019
51.51,-0.13,0.67,2.67,1.33,9/22/2019
9.08,8.68,3.33,2.00,3.33,9/22/2019
40.68,-73.94,0.33,2.67,3.00,9/22/2019
34.05,-118.24,0.67,2.00,1.67,9/22/2019
47.61,-122.33,1.67,2.33,4.00,9/23/2019
-37.81,144.96,1.67,1.67,3.33,9/23/2019
41.61,2.29,2.67,2.33,2.33,9/23/2019
48.80,2.13,2.33,1.67,3.67,9/23/2019
51.51,-0.13,1.33,2.33,2.33,9/23/2019
47.50,19.04,1.00,1.00,1.00,9/23/2019
51.51,-0.13,1.67,2.00,3.33,9/23/2019
-19.92,-43.93,2.33,3.33,1.67,9/23/2019
38.88,-77.11,0.00,0.00,0.00,9/23/2019
-29.68,-51.06,0.33,1.00,0.33,9/23/2019
43.65,-79.38,2.00,2.67,1.33,9/23/2019
51.51,-0.13,4.00,4.00,4.00,9/23/2019
47.61,-122.33,2.33,1.67,0.33,9/23/2019
55.68,12.57,2.67,1.67,1.67,9/23/2019
45.42,9.27,1.33,2.00,3.33,9/23/2019
47.61,-122.33,2.33,3.00,2.33,9/23/2019
35.05,-85.31,2.33,1.33,1.33,9/23/2019
36.53,-6.29,3.00,2.33,1.33,9/23/2019
34.40,-119.30,3.00,1.00,1.67,9/23/2019
14.63,-90.51,0.33,0.00,0.33,9/23/2019
37.37,-122.04,1.00,0.67,1.33,9/23/2019
37.57,126.98,2.00,2.00,3.33,9/23/2019
37.57,126.98,0.00,0.67,0.67,9/23/2019
37.77,-122.42,1.33,1.67,0.33,9/23/2019
3.45,-76.53,3.33,2.33,2.00,9/24/2019
51.02,-3.11,4.00,3.67,2.67,9/24/2019
52.37,4.89,2.67,2.67,1.33,9/24/2019
30.27,-97.74,3.00,1.67,3.67,9/24/2019
38.25,-85.76,1.33,1.67,1.33,9/24/2019
43.65,-79.38,1.33,1.67,1.00,9/24/2019
53.38,-1.47,3.33,3.00,1.67,9/24/2019
56.95,24.11,0.00,0.00,3.00,9/24/2019
42.87,74.57,3.67,3.00,4.67,9/24/2019
39.95,-75.17,2.67,3.33,2.67,9/24/2019
55.68,12.57,3.67,3.33,3.00,9/24/2019
33.75,-84.39,4.00,4.00,1.67,9/24/2019
-34.60,-58.38,2.67,2.67,2.33,9/24/2019
40.71,-74.01,0.67,0.67,1.00,9/24/2019
51.51,-0.13,1.67,3.00,3.00,9/24/2019
14.55,121.02,1.33,1.33,3.00,9/24/2019
59.91,10.75,1.33,2.67,1.00,9/25/2019
41.37,-73.41,2.33,2.67,2.00,9/25/2019
40.65,-74.40,3.00,2.67,1.67,9/25/2019
30.33,-81.66,3.33,2.33,3.67,9/25/2019
45.50,-73.57,3.00,3.00,2.00,9/25/2019
28.54,-81.38,3.33,4.00,3.67,9/25/2019
45.50,-73.57,1.33,2.00,1.67,9/25/2019
-12.05,-77.04,3.00,2.67,3.00,9/25/2019
15.31,-61.38,4.33,3.33,4.00,9/25/2019
40.01,-105.27,1.33,1.00,2.00,9/25/2019
41.59,-93.62,3.33,3.67,3.33,9/25/2019
43.07,-89.40,2.33,3.00,2.00,9/25/2019
38.25,-85.76,2.67,3.00,4.00,9/25/2019
39.10,-84.51,3.00,3.67,3.33,9/25/2019
38.03,-78.48,2.67,3.67,3.00,9/25/2019
36.77,-76.29,0.33,2.33,3.33,9/25/2019
52.16,5.39,2.33,2.33,1.67,9/25/2019
33.75,-84.39,3.00,2.67,1.33,9/25/2019
10.82,106.63,2.67,2.00,1.00,9/25/2019
-34.90,-56.16,3.00,2.67,2.33,9/26/2019
48.20,15.64,3.00,4.33,5.00,9/26/2019
0.05,32.46,4.33,3.67,3.33,9/26/2019
12.97,77.59,3.33,3.00,3.33,9/26/2019
50.82,-0.14,4.00,4.00,4.33,9/26/2019
51.51,-0.13,1.33,1.33,3.67,9/26/2019
-15.39,28.32,1.33,1.00,0.33,9/26/2019
55.68,12.57,4.33,4.00,3.67,9/26/2019
-15.39,28.32,4.33,3.67,3.67,9/26/2019
50.72,-3.53,3.33,3.00,3.67,9/26/2019
59.91,10.75,5.00,4.67,4.33,9/26/2019
-17.83,31.03,3.00,2.67,4.00,9/26/2019
-15.39,28.32,1.00,0.67,3.00,9/26/2019
55.95,-3.19,2.33,1.33,2.00,9/26/2019
4.82,7.05,3.67,0.33,0.67,9/26/2019
38.93,-77.18,4.00,3.33,4.67,9/26/2019
6.47,3.59,2.00,3.33,0.00,9/26/2019
40.71,-74.01,3.33,3.67,2.33,9/26/2019
-6.16,35.75,0.33,0.00,0.67,9/26/2019
-1.29,36.82,4.00,3.33,4.33,9/26/2019
13.08,80.27,1.00,2.67,1.33,9/26/2019
-3.51,39.91,2.00,2.00,4.00,9/26/2019
33.75,-84.39,3.67,3.67,1.67,9/26/2019
4.71,-74.07,2.67,3.33,3.00,9/26/2019
52.52,13.40,1.33,1.00,2.33,9/26/2019
38.91,-77.04,5.00,3.67,4.33,9/26/2019
38.91,-77.04,3.00,3.67,4.00,9/26/2019
44.48,-73.21,3.33,4.33,3.00,9/26/2019
54.14,-1.52,2.00,1.33,2.67,9/26/2019
45.42,-75.70,0.00,0.00,0.00,9/26/2019
47.75,-120.74,0.00,0.00,0.00,9/26/2019
38.91,-77.04,2.67,2.00,3.67,9/26/2019
38.91,-77.04,3.00,2.67,2.67,9/26/2019
47.61,-122.33,3.67,2.33,3.00,9/26/2019
39.02,-77.21,2.67,3.00,4.00,9/26/2019
51.51,-0.13,2.00,1.33,1.67,9/26/2019
45.42,-75.70,3.00,2.33,4.00,9/26/2019
38.88,-77.11,3.00,3.00,2.67,9/26/2019
35.91,-79.06,4.00,3.67,4.67,9/26/2019
,,0.00,0.00,0.00,9/26/2019
-1.29,36.82,1.00,1.00,1.00,9/26/2019
38.91,-77.04,1.00,1.00,1.00,9/26/2019
49.28,-123.12,3.00,2.67,0.67,9/26/2019
19.43,-99.13,4.67,4.33,4.00,9/26/2019
-1.29,36.82,1.00,0.67,3.00,9/26/2019
38.91,-77.04,2.67,2.67,3.33,9/26/2019
38.91,-77.04,2.00,2.00,3.33,9/26/2019
38.91,-77.04,0.67,1.33,4.00,9/26/2019
43.65,-79.38,2.33,1.00,1.00,9/26/2019
25.20,55.27,0.00,0.00,0.00,9/26/2019
0.35,32.58,1.67,1.33,2.33,9/26/2019
34.42,-119.70,3.33,2.67,3.33,9/26/2019
29.19,-82.14,2.67,1.33,1.67,9/26/2019
33.75,-84.39,1.00,0.33,2.00,9/26/2019
6.25,-75.57,2.33,1.33,1.00,9/26/2019
34.42,-119.70,3.33,1.33,3.33,9/26/2019
33.75,-84.39,4.33,4.00,5.00,9/26/2019
38.91,-77.04,3.00,2.33,2.33,9/26/2019
47.61,-122.33,4.33,3.67,2.67,9/26/2019
38.91,-77.04,2.67,2.33,3.00,9/26/2019
45.42,-75.70,3.67,4.33,3.33,9/26/2019
45.29,-72.69,3.00,3.00,1.33,9/26/2019
51.51,-0.13,1.33,3.00,2.00,9/26/2019
49.28,-123.12,1.33,1.67,3.67,9/26/2019
34.69,135.20,2.00,3.00,2.67,9/26/2019
40.68,-73.94,1.33,1.67,1.67,9/26/2019
41.82,-71.41,3.33,3.33,3.00,9/26/2019
12.88,121.77,3.33,2.00,1.67,9/26/2019
16.87,96.20,3.33,3.00,3.67,9/26/2019
-0.18,-78.47,1.33,2.00,2.00,9/26/2019
39.74,-104.99,2.67,3.00,1.33,9/27/2019
,,2.67,3.00,1.33,9/27/2019
-4.44,15.27,3.33,2.67,3.67,9/27/2019
19.08,72.88,2.67,3.00,2.33,9/27/2019
39.90,116.41,0.00,0.00,0.00,9/27/2019
-37.81,144.96,4.00,4.00,4.00,9/27/2019
31.23,121.47,3.67,4.00,4.00,9/27/2019
12.97,77.59,3.00,3.00,2.33,9/27/2019
25.03,121.57,2.33,2.67,1.00,9/27/2019
-1.29,36.82,3.00,4.33,3.67,9/27/2019
51.51,-0.13,1.00,2.00,2.00,9/27/2019
39.14,-77.20,2.33,1.67,1.33,9/27/2019
38.91,-77.04,4.00,2.67,3.33,9/27/2019
42.96,-85.67,2.00,2.00,2.33,9/27/2019
38.88,-77.11,1.33,1.00,2.00,9/27/2019
35.96,-83.92,2.67,2.33,1.00,9/27/2019
40.68,-73.94,0.67,2.00,2.00,9/27/2019
34.05,-118.24,3.67,3.67,3.33,9/27/2019
45.42,-75.70,2.00,1.67,1.00,9/27/2019
39.08,-77.15,2.67,2.67,3.67,9/27/2019
40.71,-74.01,3.67,4.00,3.00,9/27/2019
31.55,-97.15,2.33,2.67,2.67,9/27/2019
38.91,-77.04,2.00,1.33,3.33,9/27/2019
37.84,-122.29,2.67,3.33,1.33,9/27/2019
40.71,-74.01,1.00,1.00,1.67,9/27/2019
34.05,-118.24,3.33,2.67,1.33,9/27/2019
44.98,-93.27,2.33,3.33,0.00,9/27/2019
42.96,-85.67,0.67,0.33,1.00,9/27/2019
35.08,-106.65,2.00,2.00,1.33,9/27/2019
40.71,-74.01,3.00,2.00,3.67,9/27/2019
38.91,-77.04,3.00,3.67,3.33,9/27/2019
-1.29,36.82,3.67,3.00,3.67,9/27/2019
12.97,77.59,2.00,2.67,2.67,9/27/2019
-8.34,115.09,3.67,3.33,2.33,9/28/2019
12.97,77.59,4.00,3.00,2.33,9/28/2019
37.77,-122.42,4.00,3.00,3.67,9/28/2019
13.08,80.27,1.00,1.00,0.33,9/28/2019
42.36,-71.06,1.67,2.00,4.00,9/28/2019
35.96,-83.92,2.00,2.00,3.67,9/28/2019
7.38,3.95,0.67,1.00,0.33,9/28/2019
59.91,10.75,1.00,1.00,1.33,9/28/2019
38.63,-90.20,0.67,1.00,2.67,9/28/2019
29.76,-95.37,2.67,3.00,2.33,9/28/2019
47.25,-122.44,3.33,2.67,3.33,9/29/2019
-26.20,28.05,3.00,3.00,3.67,9/29/2019
22.32,114.17,0.00,1.33,3.00,9/29/2019
-1.29,36.82,4.67,4.33,3.67,9/29/2019
10.79,79.14,1.33,0.67,0.67,9/29/2019
53.80,-1.55,4.67,3.33,1.33,9/29/2019
6.52,3.38,1.67,0.67,3.00,9/29/2019
49.82,6.13,4.67,4.00,2.00,9/29/2019
45.63,-122.68,3.00,3.00,3.33,9/29/2019
34.05,-118.24,2.33,2.00,1.67,9/29/2019
37.80,-122.27,3.33,3.00,2.00,9/29/2019
51.51,-0.13,0.33,1.00,2.00,9/29/2019
-37.81,144.96,1.67,2.33,0.67,9/29/2019
14.68,121.04,2.33,2.00,2.33,9/29/2019
38.58,-121.49,1.00,1.00,0.00,9/29/2019
45.78,-108.50,3.00,1.33,2.67,9/29/2019
26.04,-111.67,2.00,1.33,2.67,9/29/2019
11.56,104.93,1.33,0.67,3.00,9/29/2019
45.51,-122.68,3.00,3.00,3.00,9/30/2019
19.08,72.88,0.67,0.33,0.00,9/30/2019
41.39,2.17,3.00,2.67,2.00,9/30/2019
46.23,6.27,3.00,3.33,2.00,9/30/2019
48.86,2.35,2.33,2.33,2.00,9/30/2019
-6.79,39.21,3.00,3.67,2.67,9/30/2019
52.07,4.30,3.33,3.00,4.00,9/30/2019
45.94,24.97,1.00,1.00,1.00,9/30/2019
35.79,-78.78,3.33,2.33,3.33,9/30/2019
36.15,-95.99,2.00,1.67,2.67,9/30/2019
42.07,-87.72,5.00,3.67,4.67,9/30/2019
36.16,-85.50,2.33,1.67,2.67,9/30/2019
51.51,-0.13,4.00,4.00,4.00,9/30/2019
40.71,-74.01,3.33,2.33,3.33,9/30/2019
40.71,-74.01,4.00,4.00,3.33,9/30/2019
40.71,-74.01,1.67,2.00,2.00,9/30/2019
49.28,-123.12,3.67,2.33,1.67,9/30/2019
37.09,-95.71,2.00,2.00,3.33,9/30/2019
47.61,-122.33,2.67,2.67,1.00,9/30/2019
45.34,-122.65,0.00,0.67,0.00,9/30/2019
,,2.00,3.00,1.67,9/30/2019
,,0.00,0.00,0.00,9/30/2019
32.76,-97.33,1.67,0.33,1.33,9/30/2019
11.56,104.93,1.00,1.67,2.33,9/30/2019
1.35,103.82,2.33,2.33,2.33,9/30/2019
36.02,129.34,1.33,2.00,1.33,10/1/2019
54.98,-1.62,2.00,2.00,2.33,10/1/2019
41.39,2.17,2.00,1.67,1.33,10/1/2019
55.38,-3.44,3.67,4.00,1.00,10/1/2019
28.61,77.21,2.00,1.67,1.33,10/1/2019
51.51,-0.13,5.00,4.00,2.67,10/1/2019
51.51,-0.13,1.67,3.33,2.67,10/1/2019
45.65,13.78,3.67,3.00,2.33,10/1/2019
38.91,-77.04,4.33,3.67,3.67,10/1/2019
22.32,114.17,2.00,2.33,3.33,10/1/2019
4.71,-74.07,2.00,1.67,0.67,10/1/2019
9.08,8.68,0.67,0.00,0.00,10/1/2019
38.89,-77.08,3.33,4.33,3.00,10/1/2019
32.78,-96.80,3.67,3.67,3.33,10/1/2019
38.91,-77.04,3.67,3.33,1.00,10/1/2019
40.68,-73.94,0.33,2.33,4.00,10/1/2019
,,1.33,2.00,0.00,10/1/2019
51.51,-0.13,1.00,1.00,1.00,10/1/2019
37.73,-97.24,4.33,4.33,3.33,10/1/2019
53.55,-113.49,0.67,1.00,0.00,10/1/2019
32.84,-97.14,2.00,2.00,1.33,10/1/2019
33.75,-84.39,4.00,4.00,4.00,10/1/2019
38.85,-77.31,4.00,3.33,3.00,10/1/2019
-33.87,151.21,3.00,3.33,3.00,10/1/2019
14.61,121.02,1.00,1.00,0.00,10/1/2019
53.55,9.99,1.00,1.00,3.33,10/1/2019
-34.60,-58.38,2.67,2.33,4.67,10/1/2019
59.91,10.75,4.00,4.00,3.00,10/1/2019
41.39,2.17,1.00,1.33,1.33,10/1/2019
42.36,-71.06,1.00,1.67,1.00,10/1/2019
40.68,-73.94,1.67,2.00,1.67,10/1/2019
6.52,3.38,2.00,1.33,3.00,10/1/2019
40.43,-86.91,0.00,0.33,0.67,10/1/2019
38.91,-77.04,3.00,3.00,2.33,10/1/2019
43.65,-79.38,2.00,2.67,3.33,10/1/2019
22.32,114.17,2.33,3.00,2.00,10/1/2019
-1.29,36.82,3.00,2.67,4.00,10/2/2019
53.55,9.99,2.00,2.33,0.67,10/2/2019
54.98,-1.62,1.00,2.33,2.33,10/2/2019
51.16,71.47,2.00,2.00,0.33,10/2/2019
38.89,-77.08,3.33,4.33,2.67,10/2/2019
32.72,-117.16,2.67,3.33,3.33,10/2/2019
31.55,-97.15,4.00,4.00,3.67,10/2/2019
45.09,-93.09,3.67,3.33,3.00,10/2/2019
59.91,10.75,2.00,0.67,3.33,10/2/2019
54.71,20.45,2.67,2.67,3.33,10/2/2019
11.86,-15.58,0.67,0.00,1.67,10/2/2019
42.36,-71.06,0.00,1.00,2.67,10/2/2019
41.66,-91.53,3.00,3.67,3.00,10/2/2019
37.34,-121.89,2.33,2.00,3.67,10/2/2019
37.27,-76.71,2.00,1.33,3.33,10/2/2019
40.71,-74.01,1.67,2.33,4.33,10/2/2019
-27.47,153.03,2.67,4.00,2.33,10/2/2019
38.30,-122.29,3.00,2.67,1.33,10/2/2019
40.71,-74.01,2.33,1.67,1.00,10/2/2019
33.75,-84.39,4.33,3.67,1.67,10/2/2019
19.43,-99.13,0.67,2.00,3.33,10/2/2019
,,0.00,0.00,0.00,10/3/2019
-1.29,36.82,5.00,4.67,5.00,10/3/2019
-1.29,36.82,4.00,4.00,3.67,10/3/2019
,,4.00,2.67,1.67,10/3/2019
53.48,-2.24,3.33,2.67,2.67,10/3/2019
51.52,-0.09,3.00,2.67,3.33,10/3/2019
-27.47,153.03,2.33,3.33,2.00,10/3/2019
51.04,-114.07,2.33,3.00,2.33,10/3/2019
26.45,80.33,0.00,0.00,3.00,10/3/2019
47.61,-122.33,3.33,3.33,4.33,10/3/2019
38.80,-77.05,3.67,3.67,4.33,10/3/2019
,,0.00,0.00,0.67,10/3/2019
42.36,-71.06,2.67,2.33,1.33,10/3/2019
35.47,-97.52,4.33,3.33,3.33,10/3/2019
55.68,12.57,1.00,2.67,4.00,10/3/2019
36.74,-119.79,1.67,1.00,0.00,10/3/2019
38.75,-121.29,0.67,1.33,2.67,10/3/2019
19.43,-99.13,1.67,2.67,3.33,10/3/2019
4.71,-74.07,0.33,0.33,1.33,10/3/2019
4.57,-74.30,0.67,0.67,0.00,10/3/2019
40.68,-73.94,2.67,3.00,3.00,10/3/2019
37.57,126.98,1.33,1.67,0.00,10/3/2019
33.75,-84.39,2.00,2.33,3.33,10/3/2019
40.68,-73.95,1.00,2.67,3.33,10/3/2019
10.82,106.63,3.00,2.67,1.00,10/4/2019
33.89,35.50,2.67,3.00,4.00,10/4/2019
40.71,-74.01,2.67,3.33,2.33,10/4/2019
40.42,-3.70,4.00,5.00,3.67,10/4/2019
30.27,-97.74,3.67,4.00,1.00,10/4/2019
41.56,-93.76,4.33,4.67,4.00,10/4/2019
12.17,-68.99,2.00,2.00,3.00,10/4/2019
36.97,-122.03,3.67,3.67,1.67,10/4/2019
-1.29,36.82,3.00,3.00,3.00,10/4/2019
41.88,-87.63,3.67,3.00,2.67,10/4/2019
40.68,-73.94,0.00,0.67,1.67,10/4/2019
38.30,-122.29,3.33,3.33,2.33,10/4/2019
40.36,-74.67,1.33,1.67,4.00,10/4/2019
21.40,-157.74,2.33,2.00,1.00,10/4/2019
34.05,-118.24,1.33,3.00,2.00,10/5/2019
37.34,-121.89,1.67,0.67,4.00,10/5/2019
52.09,-7.62,2.67,2.67,2.67,10/5/2019
53.55,9.99,2.00,2.67,2.33,10/5/2019
40.42,-3.70,3.00,3.33,2.67,10/5/2019
40.42,-3.70,2.00,2.00,2.00,10/5/2019
42.44,-85.65,0.00,0.00,0.33,10/5/2019
52.52,13.40,1.33,2.67,4.67,10/5/2019
37.78,-121.98,3.67,4.00,4.00,10/5/2019
48.21,16.37,1.67,3.00,2.67,10/6/2019
1.35,103.82,2.33,3.00,2.33,10/6/2019
51.51,-0.13,2.33,2.33,1.00,10/6/2019
38.91,-77.04,3.00,3.00,3.33,10/6/2019
40.71,-74.01,4.00,4.33,2.67,10/6/2019
37.87,-122.27,0.00,0.00,0.00,10/6/2019
37.35,-121.96,1.00,0.67,1.33,10/6/2019
34.39,-118.54,0.33,0.67,1.00,10/6/2019
49.28,-123.12,3.33,4.67,3.33,10/6/2019
46.77,23.62,2.33,2.00,3.33,10/7/2019
53.35,-6.26,2.33,3.33,4.67,10/7/2019
51.51,-0.13,2.67,3.33,2.67,10/7/2019
35.68,139.65,3.33,4.00,3.67,10/7/2019
42.28,-83.74,4.00,4.00,1.33,10/7/2019
51.51,-0.13,2.67,2.33,2.67,10/7/2019
42.28,-83.74,0.00,0.00,0.00,10/7/2019
27.95,-82.46,0.00,0.00,2.67,10/7/2019
27.95,-82.46,0.00,0.00,2.67,10/7/2019
,,2.00,2.67,2.33,10/7/2019
-33.92,18.42,3.67,2.67,2.00,10/7/2019
47.61,-122.33,2.33,2.33,3.33,10/7/2019
38.72,-9.14,2.67,2.33,4.00,10/7/2019
38.83,-104.82,3.33,3.00,3.67,10/7/2019
36.16,-86.78,0.33,0.33,1.67,10/7/2019
43.07,-89.40,4.00,4.00,2.67,10/7/2019
22.32,114.17,3.33,3.33,2.33,10/7/2019
40.44,-80.00,2.00,2.33,1.67,10/7/2019
46.28,-119.28,1.67,2.00,2.33,10/7/2019
,,0.67,2.33,0.33,10/7/2019
38.91,-77.04,2.33,2.67,4.67,10/8/2019
-30.56,22.94,4.33,3.67,5.00,10/8/2019
41.01,28.98,3.33,2.67,0.33,10/8/2019
50.74,7.10,2.00,1.33,2.67,10/8/2019
40.68,-73.94,4.00,3.33,2.33,10/8/2019
53.01,18.60,4.33,4.33,2.67,10/8/2019
-34.90,-56.16,1.00,2.33,1.33,10/8/2019
38.91,-77.04,0.00,0.00,0.00,10/8/2019
40.71,-74.01,4.00,4.67,4.33,10/8/2019
37.29,-121.95,2.33,3.67,2.33,10/8/2019
53.55,-113.49,3.00,2.33,1.00,10/8/2019
42.89,-78.88,3.67,3.67,3.00,10/8/2019
40.71,-74.01,2.00,2.67,1.33,10/8/2019
39.10,-84.51,2.67,2.67,2.00,10/8/2019
40.46,-90.67,3.67,3.00,2.33,10/8/2019
39.74,-104.99,3.00,2.67,3.00,10/8/2019
47.04,-122.90,3.00,3.00,3.33,10/8/2019
39.96,-83.00,3.00,3.00,1.67,10/8/2019
41.53,-70.67,0.33,1.00,1.33,10/8/2019
39.74,-104.99,3.33,3.33,2.67,10/8/2019
32.84,-116.97,3.33,2.00,2.33,10/8/2019
51.75,-1.26,2.67,2.67,4.67,10/8/2019
28.04,-81.95,3.67,3.67,3.00,10/8/2019
45.50,-73.57,1.00,0.67,2.67,10/8/2019
-34.60,-58.38,3.67,3.33,3.00,10/8/2019
49.28,-123.12,4.33,3.67,3.67,10/8/2019
34.05,-118.24,2.33,1.67,0.33,10/8/2019
42.36,-71.06,3.33,3.67,3.33,10/8/2019
40.73,-73.79,3.00,3.67,3.00,10/8/2019
-25.75,28.23,3.67,3.67,2.67,10/9/2019
37.39,-122.08,1.67,2.00,1.33,10/9/2019
36.72,-4.43,0.33,1.33,0.00,10/9/2019
40.42,-3.70,1.00,2.33,0.33,10/9/2019
59.91,10.75,3.00,3.33,3.67,10/9/2019
28.61,77.21,3.00,3.00,2.00,10/9/2019
-23.55,-46.63,4.33,4.33,3.33,10/9/2019
37.80,-122.42,1.33,1.00,3.00,10/9/2019
55.76,37.62,0.00,0.00,0.00,10/9/2019
39.96,-83.00,0.00,0.33,0.00,10/9/2019
38.35,-0.49,2.67,2.67,3.33,10/9/2019
1.35,103.82,3.33,3.33,3.33,10/9/2019
4.71,-74.07,2.67,2.67,2.33,10/9/2019
40.71,-74.01,0.00,0.33,0.33,10/9/2019
47.38,8.54,2.00,3.00,3.33,10/9/2019
49.19,-122.85,2.33,1.67,3.33,10/9/2019
42.36,-71.06,3.67,3.67,4.00,10/9/2019
35.78,-78.64,1.67,1.67,2.00,10/9/2019
40.71,-74.01,2.67,2.67,1.67,10/9/2019
47.67,-122.12,3.00,3.00,3.33,10/9/2019
47.61,-122.33,3.00,3.00,1.33,10/9/2019
-43.53,172.64,3.33,3.33,3.00,10/9/2019
1.35,103.82,2.67,2.00,1.67,10/9/2019
40.71,-74.01,2.67,2.33,2.33,10/10/2019
47.56,7.59,2.00,2.67,2.67,10/10/2019
45.76,4.84,3.00,3.00,3.33,10/10/2019
40.46,-3.75,1.67,2.00,2.67,10/10/2019
51.51,-0.13,3.67,4.00,3.67,10/10/2019
40.71,-74.01,0.00,0.33,0.67,10/10/2019
42.36,-71.06,2.33,2.00,1.00,10/10/2019
-19.92,-43.93,2.00,2.00,1.00,10/10/2019
37.35,-121.96,2.33,2.67,2.00,10/10/2019
41.88,-87.63,3.67,3.00,3.33,10/10/2019
38.91,-77.04,0.33,1.00,0.67,10/10/2019
40.06,-74.41,3.00,2.67,2.33,10/10/2019
37.34,-121.89,2.67,2.67,2.00,10/10/2019
42.33,-83.05,0.00,0.00,0.00,10/10/2019
42.24,-83.27,2.33,2.67,2.67,10/10/2019
19.08,72.88,3.00,3.00,3.33,10/11/2019
49.49,8.47,1.00,2.00,0.33,10/11/2019
30.45,-91.19,0.00,0.00,0.00,10/11/2019
35.68,139.65,3.67,2.67,2.33,10/11/2019
,,1.67,2.67,2.00,10/11/2019
51.51,-0.13,3.00,2.33,3.00,10/11/2019
51.51,-0.13,1.00,2.33,3.67,10/11/2019
51.86,-2.24,3.00,1.33,0.33,10/11/2019
37.37,-122.04,4.00,3.00,0.00,10/11/2019
41.88,-87.63,3.67,3.33,3.33,10/11/2019
33.25,-111.63,3.00,3.00,2.00,10/11/2019
38.91,-77.04,4.67,4.00,3.00,10/11/2019
39.74,-104.99,5.00,4.33,3.67,10/11/2019
61.92,25.75,4.00,3.67,3.00,10/11/2019
38.63,-90.20,1.00,2.33,2.33,10/11/2019
-37.81,144.96,1.00,1.00,1.00,10/11/2019
-41.29,174.78,3.00,2.33,3.00,10/11/2019
34.08,-84.29,1.00,1.00,1.00,10/11/2019
